,Wskaźnik cen konsumenta CPI (% r/r),    Ceny żywności (% r/r),    Ceny energii (% r/r),    Wskaźnik cen inflacji bazowej po wyłączeniu cen żywności i energii (% r/r),PKB (% r/r),    Popyt krajowy (% r/r),        Spożycie indywidualne (% r/r),        Spożycie zbiorowe (% r/r),        Nakłady inwestycyjne (% r/r),    Wkład eksportu netto (pkt. proc. r/r),        Eksport (% r/r),        Import (% r/r),Płace brutto (% r/r),Liczba pracujących (% r/r),Stopa bezrobocia (%),NAWRU (%),Stopa aktywności zawodowej (%),Wydajność pracy (% r/r),Jednostkowe koszty pracy (% r/r),Produkt potencjalny (% r/r),Luka popytowa (% PKB potencjalnego),"Indeks cen surowców rolnych (USD; 2010=1,00)","Indeks cen surowców energetycznych (USD; 2010=1,00)",Poziom cen za granicą (% r/r),PKB za granicą (% r/r),Saldo rachunku bieżącego i rachunku kapitałowego (% PKB),WIBOR 3M (%)
2014-04-17,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-18,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-21,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-22,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-23,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-24,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-25,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-28,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-29,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-04-30,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-01,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-02,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-05,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-06,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-07,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-08,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-09,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-12,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-13,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-14,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-15,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-16,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-19,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-20,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-21,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-22,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-23,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-26,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-27,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-28,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-29,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-05-30,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-02,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-03,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-04,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-05,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-06,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-09,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-10,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-11,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-12,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-13,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-16,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-17,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-18,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-19,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-20,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-23,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-24,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-25,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-26,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-27,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-06-30,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-01,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-02,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-03,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-04,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-07,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-08,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-09,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-10,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-11,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-14,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-15,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-16,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-17,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-18,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-21,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-22,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-23,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-24,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-25,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-28,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-29,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-30,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-07-31,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-01,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-04,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-05,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-06,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-07,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-08,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-11,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-12,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-13,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-14,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-15,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-18,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-19,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-20,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-21,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-22,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-25,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-26,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-27,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-28,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-08-29,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-01,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-02,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-03,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-04,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-05,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-08,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-09,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-10,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-11,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-12,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-15,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-16,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-17,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-18,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-19,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
2014-09-22,0.1,-0.7,-0.6,0.7,3.2,3.7,2.6,2.2,6.8,-0.4,4.5,5.6,3.9,1.5,9.4,9.2,56.3,1.7,2.2,2.7,-1.1,0.9,0.73,1.2,1.1,1.4,2.48
